title,registration_number,price_manwon,model_year,first_registration_yyyymm,color,mileage_km
[기아] 올 뉴쏘렌토 R2.0 2WD 프레스티지,11소7413,1250,2015,201506,미색,96275
[현대] 엑센트 신형 위트 1.4 VVT 모던,66오6089,580,2015,201502,회색,121101
[현대] 아이오닉 6 롱레인지 AWD 프레스티지,65우8027,4300,2024,202401,검정,6336
[현대] 아반떼(CN7) 1.6 가솔린 모던,256조6270,1550,2021,202007,빨강(주홍),70140
[현대] 팰리세이드 3.8 가솔린 AWD 캘리그래피,201두9658,2870,2022,202111,흰색,85177
[현대] 아이오닉 6 롱레인지 AWD 프레스티지,65우8051,4300,2024,202401,흰색,6456
[기아] 더 뉴기아 레이 1.0 가솔린 시그니처,182고5692,1800,2023,202212,흰색,8149
[기아] 더 뉴K8 하이브리드 HEV 시그니처,271무1600,4790,2026,202511,미색,4654
[기아] K8 2.5 GDI 시그니처 스페셜,231너6020,3470,2024,202405,검정,52278
[기아] 디 올뉴스포티지 하이브리드 1.6 HEV 시그니처,379오7809,3230,2022,202108,회색,44666
[현대] 더 뉴그랜저IG 가솔린 3.3 캘리그래피,200주9362,2790,2022,202203,검정,91636
[기아] 신형 카니발(KA4) 9인승 디젤 시그니처,373어6616,3420,2023,202301,검정,62172
[기아] 셀토스 1.6 디젤 2WD 프레스티지,214거1795,1650,2020,201910,미색,91969
[기아] 봉고Ⅲ EV 카고 GL,89수0200,1990,2021,202102,흰색,94881
[현대] 더 뉴아반떼(CN7) 가솔린 1.6 모던,171버8623,2270,2025,202412,흰색,281
[현대] 더 뉴싼타페 디젤 2.2 AWD 프리미엄,167보5625,2050,2021,202009,검정,120898
[쉐보레(대우)] 올 뉴크루즈 1.4 터보 LTZ,55소7282,610,2017,201705,흰색,166874
[기아] 신형 카니발(KA4) 9인승 디젤 노블레스,161가8279,3390,2023,202302,미색,49600
[KG모빌리티(쌍용)] 베리 뉴 티볼리 1.5 가솔린 4WD V3,350부4212,1790,2022,202204,"파랑(남색,곤색)",33277
[현대] 디 올뉴싼타페 가솔린 2.5 AWD 캘리그래피,225다8121,3650,2024,202310,흰색,56854
[현대] 스타리아 2.2 디젤 카고 3인승 스마트,820우7688,2090,2022,202203,흰색,80230
[현대] LF쏘나타 LPi 렌터카 모던,48루1480,850,2015,201503,갈색(밤색),140793
[기아] 올 뉴모닝(JA) 가솔린 프레스티지,41거3755,1090,2020,201908,흰색,40372
[제네시스] G70 2.2D 엘리트,287라3666,2500,2020,202002,"파랑(남색,곤색)",35561
[쉐보레(대우)] 리얼 뉴 콜로라도 3.6L 4WD Z71-X 미드나잇,83고4313,3480,2022,202308,검정,25539
[현대] 신형 투싼 1.6 가솔린 2WD 모던,236루5814,2020,2020,202003,"파랑(남색,곤색)",60069
[기아] 신형 K5(DL3) 2.0 가솔린 노블레스,179너4611,1990,2020,202004,쥐색,91250
[제네시스] G80 3.3 GDi 럭셔리,322조6726,1899,2018,201802,회색,89329
[기아] 봉고Ⅲ화물 1.2톤 킹캡 초장축,82노1272,1950,2019,201904,흰색,28764
[기아] 신형 카니발(KA4) 9인승 가솔린 시그니처,365부8129,2850,2022,202201,회색,114920
[현대] 아반떼 하이브리드(CN7) HEV 인스퍼레이션,152너4336,2230,2021,202104,회색,84250
[쉐보레(대우)] 올란도 2.0 LPGi LTZ 프리미엄,64어0585,750,2016,201607,흰색,110380
[기아] 더 뉴모하비 디젤 4WD 프레지던트,01버7507,1999,2017,201705,미색,136537
[기아] 더 뉴쏘렌토 하이브리드(MQ4) 1.6 HEV 2WD 시그니처,246러3577,4440,2025,202503,회색,22544
[기아] 신형 카니발(KA4) 하이리무진 9인승 디젤 시그니처,167너6125,3890,2021,202110,검정색,70448
[제네시스] EQ900 3.8 GDi AWD 프리미엄 럭셔리,169너4621,1310,2016,201606,검정색,224825
[기아] 디 올뉴스포티지 1.6 가솔린 2WD 시그니처 그래비티,142고5774,3260,2024,202310,회색,12147
[기아] 신형 카니발(KA4) 9인승 가솔린 시그니처,359부5103,3080,2021,202010,검정색,58585
[현대] 그랜드스타렉스 5인승 디젤 밴 CVX 프리미엄,84무5892,599,2015,201406,회색,137742
[현대] 싼타페(DM) 디젤 R2.2 2WD 익스클루시브 스페셜,55저5942,1240,2015,201505,흰색,105507
[현대] 그랜저HG 디젤 HG 220 프리미엄,32러7973,840,2015,201505,흰색,147212
[기아] 더 뉴기아 레이 1.0 가솔린 시그니처,177로9221,1630,2023,202304,미색,38226
[현대] 디 올뉴코나 일렉트릭 롱레인지 프리미엄,66버2385,2300,2023,202309,흰색,123415
[기아] 더 뉴레이 1.0 가솔린 프레스티지,168머4915,1240,2021,202010,흰색,42400
[쉐보레(대우)] 올 뉴말리부 1.5 터보 LTZ 프리미엄 세이프티,45다0335,1030,2017,201609,흰색,93772
[KG모빌리티(쌍용)] 렉스턴 스포츠 칸 디젤 2.2 4WD 다이내믹 에디션 5링크,86조0371,1899,2021,202008,검정색,102952
[현대] 그랜저HG HG 240 모던,11무4082,799,2016,201509,회색,143684
[현대] 싼타페(DM) 디젤 R2.2 2WD 익스클루시브,63더6117,970,2015,201411,흰색,160816
[현대] 포터II 덤프 4WD,92모6489,2050,2019,201908,청색,101965
[쉐보레(대우)] 뉴다마스 5인승 코치 리빅,77러1676,650,2018,201802,청색,48706
[현대] 그랜저IG 3.0 LPi 장애인 프리미엄 스페셜,65두8221,1799,2018,201705,회색,63669
[제네시스] EQ900 3.8 GDi AWD 프리미엄 럭셔리,271고9508,1799,2017,201702,검정색,207333
[기아] 올 뉴쏘렌토 R2.0 2WD 노블레스,54나6718,1399,2017,201701,회색,155071
[르노(삼성)] SM6 2.0 GDe RE,30어0383,830,2016,201606,흰색,117472
[르노(삼성)] 뉴 QM3 1.5 dCi RE 시그니처,48오7881,920,2019,201905,흰색,99141
[KG모빌리티(쌍용)] 뉴 스타일 코란도 C 2.2 2WD RX 최고급형,21다1362,750,2017,201701,흰색,135972
[기아] 올 뉴K7 2.4 GDi 프레스티지,24구0597,1280,2016,201603,검정색,100903
[기아] EV6 롱 레인지 4WD 어스,68부2109,3390,2022,202208,미색,71087
[현대] 코나 1.6 가솔린 2WD 모던 초이스,296모8765,1550,2020,201912,흰색,46942
[르노(삼성)] SM6 2.0 LPe 장애인 LE,05보9723,1050,2019,201907,검정,85642
[제네시스] GV80 2.5 가솔린 AWD 기본형,166나7944,6300,2023,202309,흰색,21554
[현대] 그랜저IG 2.2 디젤 프리미엄 스페셜,08오4386,1480,2018,201711,흰색,188635
[현대] 더 올뉴투싼 1.6 터보 2WD 프리미엄,200주9318,2380,2022,202202,회색,61620
[제네시스] 더 뉴G70 가솔린 2.0T 2WD 기본형,180우8675,2800,2021,202101,"파랑(남색,곤색)",92992
[기아] 올 뉴모닝(JA) 밴 고급형,367저6084,550,2018,201810,흰색,82638
[르노(삼성)] SM3 네오 SE,146도2340,530,2018,201805,흰색,117995
[기아] 신형 K5(DL3) 1.6 가솔린 터보 트렌디,196로5230,1850,2023,202306,검정,48100
[기아] 더 뉴모닝(JA) 1.0 가솔린 프레스티지,246수7479,1680,2025,202409,미색,7213
[기아] 더 뉴카니발(YP) 리무진 7인승 디젤 프레지던트,04오9845,2190,2019,201901,미색,63228
[현대] 싼타페 더 프라임 디젤 R2.0 2WD 익스클루시브,56저0763,1250,2016,201602,"파랑(남색,곤색)",129700
[현대] 포터II CRDi 더블캡 초장축 스타일,92마0457,1470,2019,201904,흰색,80000
[쉐보레(대우)] 더 뉴트랙스 1.4 터보 LT 코어,62두2266,1030,2019,201810,흰색,32833
[제네시스] 더 올뉴G80 가솔린 2.5 AWD 기본형,355오2998,4200,2022,202201,흰색,62306
[제네시스] 뉴 G80 가솔린 2.5 AWD 기본형,177로7544,6400,2025,202402,흰색,20602
[현대] 디 올뉴코나 1.6 가솔린 터보 2WD 인스퍼레이션,259오4974,2650,2024,202401,흰색,51384
[KG모빌리티(쌍용)] 티볼리 에어 가솔린 2WD RX,42다4411,960,2018,201710,회색,119851
[현대] 그랜저IG 2.4 GDi 프리미엄,234무7832,1590,2019,201808,흰색,96350
[기아] 더 뉴모닝(JA) 밴 프레스티지,181주9207,1000,2024,202311,미색,80109
[기아] 신형 K5(DL3) 1.6 가솔린 터보 프레스티지,147로4562,2330,2021,202106,미색,40000
[KG모빌리티(쌍용)] 올 뉴코란도 1.5 가솔린 2WD C5 플러스,112라8707,1850,2022,202204,회색,29150
[KG모빌리티(쌍용)] 더 뉴렉스턴 스포츠 2.2 4WD 프레스티지,92러5688,2390,2021,202106,초록(연두),48164
[현대] 제네시스DH G330 AWD 모던,42서0743,1590,2016,201606,회색,43322
[제네시스] 더 올뉴G80 가솔린 2.5 AWD 기본형,259오4998,3400,2021,202101,검정,129903
[쉐보레(대우)] 트래버스 3.6 가솔린 RS,160러4555,2850,2021,202109,흰색,25833
[제네시스] 더 올뉴G80 가솔린 2.5 2WD 기본형,398두9476,2990,2021,202101,회색,121209
[현대] 포터II CRDi 더블캡 초장축 스마트,81가3415,950,2018,201711,흰색,109458
[기아] 올 뉴카니발 9인승 디젤 럭셔리,173버4606,830,2018,201708,회색,181385
[기아] 디 올뉴스포티지 하이브리드 1.6 HEV 노블레스 그래비티,290마8973,3550,2024,202409,검정,7382
[제네시스] G90 3.8 AWD 프레스티지,274보6073,4450,2021,202103,검정,82598
[기아] 더 뉴K7 2.4 GDI 프레스티지,19두9377,920,2015,201504,회색,88781
[기아] 신형 K5 2.0 가솔린 노블레스 MX,56거0459,1200,2016,201512,회색,60127
[현대] 포터II 일렉트릭 카고 프리미엄 스페셜,80두1015,1590,2022,202205,"파랑(남색,곤색)",51240
[현대] 포터II CRDi 4WD 더블캡 장축 스마트,81서0974,1630,2019,201905,흰색,104344
[현대] 아이오닉 일렉트릭 Q,47구5276,1020,2017,201702,회색,130173
[기아] 신형쏘렌토(MQ4) 2.5 가솔린 2WD 시그니처,134구7100,3450,2021,202104,회색,18006
[현대] 제네시스DH G380 프레스티지,347너4347,1290,2015,201403,쥐색,151233
[현대] 코나 하이브리드 1.6 HEV 모던 스페셜,105노7506,1900,2020,201910,흰색,50479
[기아] 니로 1.6 하이브리드 프레스티지,39부0432,1250,2017,201605,검정색,128253
[KG모빌리티(쌍용)] 베리 뉴 티볼리 1.5 가솔린 2WD V3,385어6175,1630,2022,202208,검정,27683
[기아] 올 뉴카니발 7인승 리무진 가솔린 프레지던트,11어9036,1620,2016,201506,흰색,118180
[기아] 더 뉴모닝 가솔린 럭셔리,11라0677,570,2016,201510,미색,160938
[현대] 아반떼AD 1.6 터보 스포츠 오리지널,60모8092,1150,2018,201804,흰색,95651
[제네시스] GV80 2.5 가솔린 AWD 기본형,230서6427,4990,2022,202112,흰색,92110
[기아] 모닝 어반 밴,115소9362,850,2021,202103,흰색,13069
[제네시스] EQ900 3.8 GDi AWD 프리미엄 럭셔리,199누5218,1470,2017,201609,검정,228152
[현대] 더 뉴아반떼AD 1.6 가솔린 스마트 초이스,165나1779,1390,2020,201909,흰색,53293
[기아] 디 올뉴니로 1.6 HEV 시그니처,365더7023,2770,2023,202211,초록(연두),59551
[제네시스] GV70 2.5T 2WD 기본형,108거3968,3180,2021,202102,흰색,137865
[현대] 더 뉴아반떼AD 1.6 가솔린 스마트 초이스,165나1752,1470,2020,202001,회색,69905
[기아] 더 뉴쏘렌토 디젤 R2.2 2WD 노블레스 스페셜,21라6340,2400,2018,201802,검정,41603
[현대] LF쏘나타 LPi 렌터카 스마트,51마1060,750,2015,201504,흰색,174100
[현대] 신형 싼타페 2.0T GDi 2WD 프레스티지,143누9073,2370,2020,202001,초록(연두),74729
[쉐보레(대우)] 더 넥스트 스파크 LTZ,106조7594,450,2017,201611,회색,136036
[제네시스] GV80 3.0 디젤 AWD 기본형,259오4988,5690,2022,202209,흰색,69041
[현대] 포터II 윙바디 전동식,97오4326,890,2018,201706,흰색,259739
[KG모빌리티(쌍용)] 렉스턴 스포츠 2.2 4WD 프레스티지 스페셜,82저6464,1390,2020,202005,검정,184254
[KG모빌리티(쌍용)] 렉스턴 스포츠 2.2 4WD 프레스티지,97도0452,1260,2019,201901,검정,195955
[KG모빌리티(쌍용)] 렉스턴 스포츠 2.2 4WD 노블레스,86라0538,1750,2018,201803,회색,108726
[현대] 더 올뉴투싼 1.6 터보 2WD 프리미엄,354루8684,2490,2022,202207,회색,41568
[현대] 베뉴 1.6 가솔린 모던,291노8357,1290,2020,201909,회색,85997
[기아] 신형 K5 하이브리드(DL3) 2.0 HEV 노블레스,354루8603,2050,2023,202301,검정,122629
[제네시스] 더 올뉴G80 가솔린 2.5 AWD 기본형,165나1733,3200,2021,202104,검정,108463
[현대] 더 뉴아반떼(CN7) 가솔린 1.6 모던,104누9083,1950,2024,202304,흰색,61437
[기아] 모하비 더 마스터 3.0 디젤 4WD 마스터즈,296보6006,3490,2021,202101,검정색,78394
[현대] 아이오닉 5 EV 2WD 롱레인지 익스클루시브,07라8598,2740,2022,202107,검정,90251
[기아] EV6 롱 레인지 2WD 어스,66로4348,2550,2022,202204,미색,163104
[현대] 포터II CRDi 더블캡 초장축 스마트,91소6295,1350,2020,202006,흰색,173925
[제네시스] GV80 3.5 가솔린 AWD 기본형,155너4619,3690,2020,202009,남색,146133
[현대] 제네시스DH G330 AWD 모던,62고7734,970,2016,201509,검정색,178368
[현대] 캐스퍼 가솔린 1.0 터보 디 에센셜 라이트,337러1996,1590,2024,202405,흰색,20279
[기아] 더 뉴K3 1.6 디젤 트렌디,50오0353,999,2016,201605,회색,28983
[현대] 그랜드스타렉스 어린이보호차 15인승,73너5814,1270,2017,201609,노란색,51922
[기아] 더 뉴레이 밴,39너1795,700,2018,201901,흰색,83501
[쉐보레(대우)] 올란도 2.0 디젤 LT 세이프티 팩,11누8724,580,2015,201505,회색,143800
[현대] 포터II CRDi 슈퍼캡 초장축 골드,82어1336,950,2015,201410,흰색,121930
[현대] 그랜저IG 하이브리드 2.4 HEV 익스클루시브 스페셜,30소4436,1690,2019,201901,흰색,120357
[현대] 더 뉴싼타페 하이브리드 1.6 HEV 2WD 캘리그래피,289머5633,3130,2022,202112,흰색,112344
[현대] 쏘나타(DN8) 하이브리드 2.0 HEV 프리미엄 플러스,293로8852,1680,2022,202203,흰색,151060
[현대] LF쏘나타 LPi,40소8165,750,2015,201407,,
[현대] 더 뉴코나 1.6 2WD 모던,152무8092,1750,2021,202103,흰색,99520
[기아] 셀토스 1.6 가솔린 2WD 프레스티지,273수6387,1670,2020,201908,검정,88454
[현대] 아반떼AD 1.6 GDi 모던,244모6335,1040,2016,201601,흰색,95242
[현대] 베뉴 1.6 가솔린 모던 플러스,140러3721,2120,2022,202110,"파랑(남색,곤색)",32638
[기아] K8 3.5 GDI 4WD 플래티넘,275더2282,3150,2022,202201,검정,62397
[현대] 쏘나타(DN8) G2.0 인스퍼레이션,358더3185,2050,2020,201908,검정,82712
[쉐보레(대우)] 트레일블레이저 1.35 가솔린 RS,171우1309,1890,2021,202003,회색,61686
[기아] 디 올뉴스포티지 하이브리드 1.6 HEV 4WD 프레스티지,104누9067,3100,2023,202306,회색,27255
[제네시스] GV80 3.0 디젤 2WD 기본형,202보6136,3700,2022,202208,검정,129878
[제네시스] 더 올뉴G80 가솔린 2.5 AWD 기본형,113고4888,3750,2022,202201,"파랑(남색,곤색)",92635
[르노(삼성)] 클리오 1.5 디젤 인텐스,18로5383,740,2018,201810,흰색,121991
[KG모빌리티(쌍용)] 뉴 코란도C 2.2 2WD RX 고급형,50루1000,650,2016,201510,흰색,111667
[KG모빌리티(쌍용)] 티볼리 아머 1.6 가솔린 VX,67로5647,1070,2018,201806,"파랑(남색,곤색)",73017
[르노(삼성)] SM6 2.0 프라임 SE,60도6774,740,2019,201811,회색,120339
[기아] 더 뉴모닝 가솔린 스마트,30두9576,470,2016,201503,미색,157123
[현대] 더 뉴아반떼MD 1.6 GDi 스마트,62라5836,500,2015,201409,회색,137155
[현대] 포터II 덤프 2WD,90도1275,2650,2022,202201,흰색,62460
[현대] 더 뉴싼타페 디젤 2.2 2WD 프레스티지,398더9678,3150,2021,202012,흰색,39800
[기아] 더 뉴모닝 가솔린 럭셔리,58마5152,580,2016,201501,회색,131837
[현대] 포터II CRDi 슈퍼캡 초장축 골드,81거7397,810,2015,201404,"파랑(남색,곤색)",119597
[제네시스] 더 올뉴G80 가솔린 2.5 AWD 기본형,104누9014,3900,2023,202301,회색,65400
[KG모빌리티(쌍용)] 렉스턴 스포츠 2.2 4WD 다이내믹 에디션,95버1035,1990,2021,202009,흰색,61462
[현대] 코나 1.6 가솔린 2WD 모던 팝,59다6291,1740,2018,201806,흰색,47000
[쉐보레(대우)] 더 넥스트 스파크 LTZ,64구8434,490,2016,201510,검정,141067
[기아] 더 뉴쏘렌토 하이브리드(MQ4) 1.6 HEV 2WD 시그니처,177로7503,4150,2024,202404,검정,74495
[기아] 신형 카니발(KA4) 9인승 디젤 시그니처,275누2802,2870,2021,202010,미색,108702
[현대] 아반떼 하이브리드(CN7) HEV 모던,165거7178,1590,2023,202209,흰색,117832
[기아] 스팅어 2.0 터보 플래티넘,145소9042,1899,2018,201805,"파랑(남색,곤색)",96163
[현대] 쏘나타(DN8) 하이브리드 2.0 HEV 프리미엄 플러스,273수6359,1870,2022,202112,회색,101970
[기아] 스포티지 더 볼드 R2.0 디젤 2WD 프레스티지,165나1781,1750,2019,201903,미색,101213
[현대] 아반떼(CN7) 1.6 가솔린 인스퍼레이션,107라8405,1990,2021,202006,흰색,26882
[기아] 신형쏘렌토(MQ4) 2.2 디젤 2WD 프레스티지,115소9384,2490,2022,202111,흰색,83820
[KG모빌리티(쌍용)] 티볼리 아머 1.6 가솔린 기어 플러스,65러6288,1190,2018,201812,흰색,58151
[현대] 그랜드스타렉스 5인승 디젤 밴,92로0756,1890,2019,201902,미색,22759
[현대] 스타리아 2.2 디젤 투어러 9인승 2WD 모던,308루2559,2390,2022,202108,회색,146830
[기아] 더 뉴K5 LPI 렌터카 디럭스,56무2735,650,2015,201411,검정,178000
[현대] 캐스퍼 가솔린 1.0 법인전용,158나2192,1380,2022,202110,흰색,77100
[르노(삼성)] SM5 노바 RE,17주2800,700,2015,201502,회색,58765
[기아] 스팅어 마이스터 2.5 터보 마스터즈,357소8174,1950,2021,202101,미색,143114
[제네시스] GV80 2.5 가솔린 AWD 기본형,150어6549,5540,2021,202106,흰색,42450
[기아] 신형 카니발(KA4) 7인승 디젤 시그니처,137다4218,2950,2021,202104,검정,106856
[기아] 더 뉴카니발(YP) 9인승 디젤 노블레스 스페셜,30고1982,1290,2019,201805,검정,194353
[현대] 더 뉴싼타페 가솔린 2.5 2WD 프레스티지,315무2913,2700,2021,202110,흰색,41945
[쉐보레(대우)] 더 뉴트랙스 1.4 터보 프리미어,56루2375,690,2018,201706,흰색,156254
[현대] 그랜저IG 2.4 GDi 프리미엄 스페셜,311라2027,1130,2019,201807,검정,225711
[KG모빌리티(쌍용)] 더 뉴렉스턴 스포츠 쿨멘 2.2 4WD 노블레스,805도5538,3150,2024,202405,미색,49864
[기아] 올 뉴쏘렌토 R2.0 2WD 럭셔리,25누0232,840,2016,201603,회색,191051
[기아] 신형 카니발(KA4) 7인승 가솔린 시그니처,374너6888,3190,2023,202304,미색,71845
[현대] 스타리아 3.5 LPG 투어러 11인승 모던,727서1802,2750,2024,202403,흰색,63516
[기아] 봉고Ⅲ화물 CRDi 킹캡 초장축,92로6355,1450,2019,201805,"파랑(남색,곤색)",34334
[기아] 더 뉴 K3 1.6 GT 5도어 시그니처,142부6941,2200,2022,202205,회색,52325
[기아] 뉴 신형K5 2.0 LPI 렌터카 프레스티지,132루9857,1190,2019,201903,미색,130130
[KG모빌리티(쌍용)] 코란도 스포츠 CX7 4WD 익스트림,83다9556,590,2016,201510,검정색,227899
[제네시스] 뉴 G80 가솔린 2.5 AWD 기본형,163소5900,6280,2026,202504,검정,22489
[현대] 벨로스터 N 2.0 N 퍼포먼스,101우2105,1950,2021,202101,검정,55821
